first_date_of_quarter,client_name,country_code,industry_name_level_1,industry_name_level_2,industry_code,industry_name,NAICS 2 Digit,NAICS 3 Digit,NAICS 4 Digit,gdp_naics_2,gdp_naics_3,gdp_naics_4
2018-01-01,EAGLE COMMERCIAL REAL ESTATE LLC,US,Not Assigned,Not Assigned,44221,Floor Covering Stores - DO NOT USE,44,442,4422,211.0,,
2018-01-01,EAGLE COMMERCIAL REAL ESTATE LLC,US,Not Assigned,Not Assigned,53131,Real Estate Property Managers,53,531,5313,483.4,483.4,
2018-01-01,EAGLE CREEK FARMS,US,Not Assigned,Not Assigned,11199,All Other Crop Farming,11,111,1119,38.2,,
2018-01-01,EAGLE FLOORING SOLUTIONS INC,US,Not Assigned,Not Assigned,44221,Floor Covering Stores - DO NOT USE,44,442,4422,211.0,,
2018-01-01,ECO FINISH LLC,US,Transp & Indust,Capital Goods,23819,Other Foundation Structure and Building Exterior Contractors,23,238,2381,832.5,,
2018-01-01,ECOM 2000 REALTY HOLDING LLC,US,Tech Media Telecom,Technology,53121,Offices of Real Estate Agents and Brokers,53,531,5312,483.4,483.4,
2018-01-01,ECOM GROUP INC,US,Tech Media Telecom,Technology,33591,Battery Manufacturing,33,335,3359,94.7,64.3,
2018-01-01,EDPA USA INC,US,Not Assigned,Not Assigned,42431,Piece Goods Notions and Other Dry Goods Merchant Wholesalers,42,424,4243,1194.2,,
2018-01-01,EIGER BIOPHARMACEUTICALS INC,US,Not Assigned,Not Assigned,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,EL DORADO LAND INC,US,Not Assigned,Not Assigned,11199,All Other Crop Farming,11,111,1119,38.2,,
2018-01-01,ELANCO US INC,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,ELIXIR MEDICAL CORP,US,Not Assigned,Not Assigned,33451,Navigational Measuring Electromedical and Control Instrument,33,334,3345,94.7,296.6,
2018-01-01,EMRY INVESTMENTS LLC,US,Not Assigned,Not Assigned,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),53,531,5311,483.4,483.4,
2018-01-01,ENDODONTIC ASSOCIATES OF ARLINGTON PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,ENDODONTIC ASSOCIATES OF FORT WORTH PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,ENDODONTIC ASSOCIATES OF HOUSTON PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,ENVISTA HOLDINGS CORP,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,94.7,94.7,
2018-01-01,ENZO BIOCHEM INC,US,Not Assigned,Not Assigned,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,ENZO LIFE SCIENCES OVERSEAS HOLDING CO,US,Not Assigned,Not Assigned,62151,Medical and Diagnostic Laboratories,62,621,6215,731.5,731.5,
2018-01-01,ENZO REALTY II LLC,US,Not Assigned,Not Assigned,53139,Other Activities Related to Real Estate,53,531,5313,483.4,483.4,
2018-01-01,EPIC PROPERTY MANAGEMENT LLC,US,Not Assigned,Not Assigned,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,42,424,4249,1194.2,,
2018-01-01,ESTEE LAUDER INTERNATIONAL INC,US,Cons Retail & Health,Household & Personal Products,32562,Toilet Preparation Manufacturing,32,325,3256,81.0,370.2,
2018-01-01,EXICURE INC,US,Not Assigned,Not Assigned,54171,Research and Development in the Physical Engineering and Lif,54,541,5417,920.6,920.6,
2018-01-01,EYEWEAR DESIGNS LTD,US,Not Assigned,Not Assigned,42346,Ophthalmic Goods Merchant Wholesalers,42,423,4234,1194.2,,
2018-01-01,FAMILY DENTAL OF VIRGINIA LLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,FAMILY SMILES LLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,FANCY FOODS INC,US,Not Assigned,Not Assigned,42447,Meat and Meat Product Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,FARMACY BEAUTY LLC,US,Cons Retail & Health,Retailing & Services,44612,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE,44,446,4461,211.0,,
2018-01-01,FASHION RIVER CO LTD,US,Not Assigned,Not Assigned,42433,Women's Children's and Infants' Clothing and Accessories Mer,42,424,4243,1194.2,,
2018-01-01,FCR STATEN ISLAND LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44211,Furniture Stores - DO NOT USE,44,442,4421,211.0,,
2018-01-01,FCR WOODBRIDGE LLC,US,Cons Retail & Health,Retailing & Services,44211,Furniture Stores - DO NOT USE,44,442,4421,211.0,,
2018-01-01,FELMAR HOLDINGS LLC,US,Not Assigned,Not Assigned,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),53,531,5311,483.4,483.4,
2018-01-01,FENDI NORTH AMERICA INC,US,Cons Retail & Health,Consumer Durables & Apparel,44819,Other Clothing Stores - DO NOT USE,44,448,4481,211.0,,
2018-01-01,FERRIS MARKETING INC,US,Not Assigned,Not Assigned,33599,All Other Electrical Equipment and Component Manufacturing,33,335,3359,94.7,64.3,
2018-01-01,FGX INTERNATIONAL INC,US,Cons Retail & Health,Health Care Equipment & Services,42346,Ophthalmic Goods Merchant Wholesalers,42,423,4234,1194.2,,
2018-01-01,FIFTH AVENUE SURGERY CENTER LLC,US,Cons Retail & Health,Health Care Equipment & Services,62149,Other Outpatient Care Centers,62,621,6214,731.5,731.5,
2018-01-01,FIJI WATER OF CANADA LTD,US,Cons Retail & Health,Food Beverage & Tobacco,31211,Soft Drink and Ice Manufacturing,31,312,3121,9.4,,
2018-01-01,FIKES WHOLESALE INC,US,Not Assigned,Not Assigned,44711,Gasoline Stations with Convenience Stores - DO NOT USE,44,447,4471,211.0,,
2018-01-01,FINISH LINE FEEDS INC,US,Cons Retail & Health,Retailing & Services,81291,Pet Care (except Veterinary) Services,81,812,8129,427.9,,
2018-01-01,FIVE POINT DENTAL SPECIALISTS INC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,FLOWER MOUND TEXAS DENTAL PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,FLOWER TECH CENTER INC,US,Cons Retail & Health,Retailing & Services,45311,Florists - DO NOT USE,45,453,4531,592.5,,
2018-01-01,FOREVER OCEANS CORP,US,Not Assigned,Not Assigned,11251,Aquaculture,11,112,1125,38.2,,
2018-01-01,FOWNES BROTHERS & CO INC,US,Not Assigned,Not Assigned,31599,Apparel Accessories and Other Apparel Manufacturing,31,315,3159,9.4,9.4,
2018-01-01,FREMONT SWIM HOUSE LLC,US,Not Assigned,Not Assigned,71394,Fitness and Recreational Sports Centers,71,713,7139,89.6,89.6,
2018-01-01,FRESENIUS MEDICAL CARE HOLDINGS INC,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,94.7,94.7,
2018-01-01,FRESH INC,US,Cons Retail & Health,Consumer Durables & Apparel,44612,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE,44,446,4461,211.0,,
2018-01-01,FRESNO SURGERY CENTER LP,US,Cons Retail & Health,Health Care Equipment & Services,62211,General Medical and Surgical Hospitals,62,622,6221,731.5,489.4,
2018-01-01,FURNITURE CONCEPTS LLC,US,Cons Retail & Health,Consumer Durables & Apparel,44211,Furniture Stores - DO NOT USE,44,442,4421,211.0,,
2018-01-01,G INVESTORS LLC,US,Not Assigned,Not Assigned,44711,Gasoline Stations with Convenience Stores - DO NOT USE,44,447,4471,211.0,,
2018-01-01,G&A GROUP 1 LLC,US,Cons Retail & Health,Retailing & Services,81291,Pet Care (except Veterinary) Services,81,812,8129,427.9,,
2018-01-01,GAMA REALTY HOLDINGS LLC,US,Not Assigned,Not Assigned,33995,Sign Manufacturing,33,339,3399,94.7,94.7,
2018-01-01,GAME DAY INC,US,Not Assigned,Not Assigned,56173,Landscaping Services,56,561,5617,621.3,564.4,
2018-01-01,GATEPIZZA LLC,US,Not Assigned,Not Assigned,72251,Restaurants and Other Eating Places,72,722,7225,627.8,454.5,
2018-01-01,GD PA MANAGER LLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,GINKGO BIOWORKS INC,US,Not Assigned,Not Assigned,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,GIVENCHY CORP,US,Cons Retail & Health,Consumer Durables & Apparel,53311,Lessors of Nonfinancial Intangible Assets (except Copyrighte,53,533,5331,483.4,239.2,
2018-01-01,GLOBAL BOUQUET LLC,US,Not Assigned,Not Assigned,42493,Flower Nursery Stock and Florists' Supplies Merchant Wholesa,42,424,4249,1194.2,,
2018-01-01,GLOBAL FOOD CORP,US,Cons Retail & Health,Retailing & Services,42449,Other Grocery and Related Products Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,GOLDSTEIN & BURTON INC,US,Not Assigned,Not Assigned,31194,Seasoning and Dressing Manufacturing,31,311,3119,9.4,265.6,
2018-01-01,GONZALEZ ASSOCIATES INC,US,Cons Retail & Health,Retailing & Services,42399,Other Miscellaneous Durable Goods Merchant Wholesalers,42,423,4239,1194.2,,
2018-01-01,GOODWIN BIOTECHNOLOGY INC,US,Cons Retail & Health,Health Care Equipment & Services,54171,Research and Development in the Physical Engineering and Lif,54,541,5417,920.6,920.6,
2018-01-01,GOURMET INNOVATIONS WEST INC,US,Cons Retail & Health,Retailing & Services,42441,General Line Grocery Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,GOWAN COMPANY LLC,US,Power Chemicals Metals & Mining,Chemicals,42491,Farm Supplies Merchant Wholesalers,42,424,4249,1194.2,,
2018-01-01,GOYA FOODS INC,US,Not Assigned,Not Assigned,42441,General Line Grocery Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,GREATBATCH LTD,US,Not Assigned,Not Assigned,33451,Navigational Measuring Electromedical and Control Instrument,33,334,3345,94.7,296.6,
2018-01-01,GREENLAWN ROYALTY INDUSTRIES CORP,US,Cons Retail & Health,Retailing & Services,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,211.0,154.7,
2018-01-01,GRIFFITH FOODS INTERNATIONAL INC,US,Not Assigned,Not Assigned,31194,Seasoning and Dressing Manufacturing,31,311,3119,9.4,265.6,
2018-01-01,GROESBECK FAMILY DENTAL PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,GROVE SERVICES INC,US,Cons Retail & Health,Retailing & Services,42441,General Line Grocery Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,GUARDIAN DENTISTRY PRACTICE MANAGEMENT LLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,GUIDE DOGS OF THE DESERT,US,Not Assigned,Not Assigned,81291,Pet Care (except Veterinary) Services,81,812,8129,427.9,,
2018-01-01,H MART INC,US,Not Assigned,Not Assigned,44511,Supermarkets and Other Grocery Retailers (except Convenience,44,445,4451,211.0,154.7,
2018-01-01,H&D MAINTENANCE CO INC,US,Not Assigned,Not Assigned,23814,Masonry Contractors,23,238,2381,832.5,,
2018-01-01,HADCO REALTY LLC,US,Tech Media Telecom,Technology,55111,Management of Companies and Enterprises,55,551,5511,385.9,,
2018-01-01,HAEMONETICS CORP,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,94.7,94.7,
2018-01-01,HAMMERHEAD GROUP LLC,US,Cons Retail & Health,Consumer Durables & Apparel,42493,Flower Nursery Stock and Florists' Supplies Merchant Wholesa,42,424,4249,1194.2,,
2018-01-01,HARPER + SCOTT LLC,US,Not Assigned,Not Assigned,56199,All Other Support Services,56,561,5619,621.3,564.4,
2018-01-01,HARRISON HOGE INDUSTRIES INC,US,Not Assigned,Not Assigned,42391,Sporting and Recreational Goods and Supplies Merchant Wholes,42,423,4239,1194.2,,
2018-01-01,HEALTHPRO NURSING SOLUTIONS LLC,US,Not Assigned,Not Assigned,62311,Nursing Care Facilities (Skilled Nursing Facilities),62,623,6231,731.5,150.1,
2018-01-01,HEARTLAND COCA-COLA BOTTLING CO LLC,US,Not Assigned,Not Assigned,31211,Soft Drink and Ice Manufacturing,31,312,3121,9.4,,
2018-01-01,HEBRON FAMILY DENTAL PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,HEMISPHERE WORLDWIDE SALES INC,US,Not Assigned,Not Assigned,42433,Women's Children's and Infants' Clothing and Accessories Mer,42,424,4243,1194.2,,
2018-01-01,HEPHAISTOS BUILDING SUPPLIES INC,US,Not Assigned,Not Assigned,44419,Other Building Material Dealers - DO NOT USE,44,444,4441,211.0,,
2018-01-01,HERBALIFE INTERNATIONAL INC,US,Cons Retail & Health,Retailing & Services,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,592.5,,
2018-01-01,HERBALIFE NUTRITION LTD,US,Cons Retail & Health,Retailing & Services,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,592.5,,
2018-01-01,HIGH SCORE LLC,US,Cons Retail & Health,Retailing & Services,31181,Bread and Bakery Product Manufacturing,31,311,3118,9.4,265.6,
2018-01-01,HIKMA PHARMACEUTICALS USA INC,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,HLF FINANCING SARL,US,Cons Retail & Health,Retailing & Services,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,592.5,,
2018-01-01,HLF FINANCING SARL LLC,US,Cons Retail & Health,Retailing & Services,45439,Other Direct Selling Establishments - DO NOT USE,45,454,4543,592.5,,
2018-01-01,HOT FOCUS INC,US,Not Assigned,Not Assigned,42392,Toy and Hobby Goods and Supplies Merchant Wholesalers,42,423,4239,1194.2,,
2018-01-01,HOUK GALLERY INC,US,Not Assigned,Not Assigned,45392,Art Dealers - DO NOT USE,45,453,4539,592.5,,
2018-01-01,HUMAN GENOME SCIENCES INC,US,Cons Retail & Health,Health Care Equipment & Services,54171,Research and Development in the Physical Engineering and Lif,54,541,5417,920.6,920.6,
2018-01-01,HUNTSVILLE FAMILY DENTAL PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,HUVEPHARMA INC,US,Cons Retail & Health,Health Care Equipment & Services,44611,Pharmacies and Drug Stores - DO NOT USE,44,446,4461,211.0,,
2018-01-01,IBERIA EQUITIES LLC,US,Cons Retail & Health,Consumer Durables & Apparel,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),53,531,5311,483.4,483.4,
2018-01-01,ICON US HOLDINGS INC,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,"ICU MEDICAL, INC.",US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,94.7,94.7,
2018-01-01,IDESCO CORP,US,Not Assigned,Not Assigned,56162,Security Systems Services,56,561,5616,621.3,564.4,
2018-01-01,IDEXX LABORATORIES INC,US,Not Assigned,Not Assigned,54194,Veterinary Services,54,541,5419,920.6,920.6,920.6
2018-01-01,IMPOSSIBLE FOODS INC,US,Not Assigned,Not Assigned,42447,Meat and Meat Product Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,IMPOSSIBLE FOODS NETHERLANDS BV,US,Not Assigned,Not Assigned,42447,Meat and Meat Product Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,INDEPENDENCE DENTAL SERVICES LP,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,INDIGO AG INC,US,Not Assigned,Not Assigned,54171,Research and Development in the Physical Engineering and Lif,54,541,5417,920.6,920.6,
2018-01-01,INDIGO AGRICULTURE INC,US,Not Assigned,Not Assigned,11511,Support Activities for Crop Production,11,115,1151,38.2,,
2018-01-01,INDIGO TRANSPORT LLC,US,Not Assigned,Not Assigned,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,INNOVATION VENTURES LLC,US,Not Assigned,Not Assigned,31211,Soft Drink and Ice Manufacturing,31,312,3121,9.4,,
2018-01-01,INSULET CORP,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,94.7,94.7,
2018-01-01,INTEGRITY DENTAL SPECIALTIES LLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,INTER COUNTY REALTY LLC,US,Not Assigned,Not Assigned,31181,Bread and Bakery Product Manufacturing,31,311,3118,9.4,265.6,
2018-01-01,INTER-COUNTY BAKERS INC,US,Not Assigned,Not Assigned,31181,Bread and Bakery Product Manufacturing,31,311,3118,9.4,265.6,
2018-01-01,INTERCEPT PHARMACEUTICALS INC,US,Not Assigned,Not Assigned,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,INTERNATIONAL GEOTECHNICAL/STRUCTURAL LABORATORIES INC,US,Not Assigned,Not Assigned,54138,Testing Laboratories and Services,54,541,5413,920.6,920.6,
2018-01-01,INTERNATIONAL VITAMIN CORP,US,Cons Retail & Health,Health Care Equipment & Services,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,INTRAL CORP,US,Cons Retail & Health,Consumer Durables & Apparel,48851,Freight Transportation Arrangement,48,488,4885,633.3,,
2018-01-01,INVIVO CORP,US,Cons Retail & Health,Health Care Equipment & Services,33911,Medical Equipment and Supplies Manufacturing,33,339,3391,94.7,94.7,
2018-01-01,IPO WINES LLC,US,Not Assigned,Not Assigned,42482,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,42,424,4248,1194.2,,
2018-01-01,J&S KIDSWEAR INC,US,Cons Retail & Health,Retailing & Services,44813,Children's and Infants' Clothing Stores - DO NOT USE,44,448,4481,211.0,,
2018-01-01,JACOB FLEISHMAN & SONS INC,US,Cons Retail & Health,Retailing & Services,53139,Other Activities Related to Real Estate,53,531,5313,483.4,483.4,
2018-01-01,JACOB FLEISHMAN SALES INC,US,Cons Retail & Health,Retailing & Services,42447,Meat and Meat Product Merchant Wholesalers,42,424,4244,1194.2,,
2018-01-01,JACOB MILLER REALTY LLC,US,Not Assigned,Not Assigned,45112,Hobby Toy and Game Stores - DO NOT USE,45,451,4511,592.5,,
2018-01-01,JAMARI CALIFORNIA INC,US,Cons Retail & Health,Consumer Durables & Apparel,44819,Other Clothing Stores - DO NOT USE,44,448,4481,211.0,,
2018-01-01,JAMARI INTERNATIONAL LTD,US,Cons Retail & Health,Consumer Durables & Apparel,42433,Women's Children's and Infants' Clothing and Accessories Mer,42,424,4243,1194.2,,
2018-01-01,JAMBOREE DENTISTRY II PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,JAMBOREE DENTISTRY PLLC,US,Cons Retail & Health,Health Care Equipment & Services,62121,Offices of Dentists,62,621,6212,731.5,731.5,
2018-01-01,JAMES C WIRT DECLARATION OF TRUST,US,Not Assigned,Not Assigned,52592,Trusts Estates and Agency Accounts,52,525,5259,673.9,28.1,
2018-01-01,JANIC PROPERTIES LLC,US,Not Assigned,Not Assigned,53119,Lessors of Other Real Estate Property,53,531,5311,483.4,483.4,
2018-01-01,JB WAREHOUSE OPERATIONS LLC,US,Transp & Indust,Logistics,42332,Brick Stone and Related Construction Material Merchant Whole,42,423,4233,1194.2,,
2018-01-01,JCW INVESTMENTS INC,US,Not Assigned,Not Assigned,42392,Toy and Hobby Goods and Supplies Merchant Wholesalers,42,423,4239,1194.2,,
2018-01-01,JEROME ALEXANDER CONSULTING CORP,US,Not Assigned,Not Assigned,44612,Cosmetics Beauty Supplies and Perfume Stores - DO NOT USE,44,446,4461,211.0,,
2018-01-01,JNR DISTRIBUTION & LOGISTICS LLC,US,Cons Retail & Health,Household & Personal Products,42399,Other Miscellaneous Durable Goods Merchant Wholesalers,42,423,4239,1194.2,,
2018-01-01,JOHNSON & JOHNSON SERVICES INC,US,Cons Retail & Health,Health Care Equipment & Services,42421,Drugs and Druggists' Sundries Merchant Wholesalers,42,424,4242,1194.2,,
2018-01-01,JONTAY LLC,US,Not Assigned,Not Assigned,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),53,531,5311,483.4,483.4,
2018-01-01,JR SIMPLOT CO,US,Cons Retail & Health,Food Beverage & Tobacco,31199,All Other Food Manufacturing,31,311,3119,9.4,265.6,
2018-01-01,KADMON CORP LLC,US,Not Assigned,Not Assigned,54171,Research and Development in the Physical Engineering and Lif,54,541,5417,920.6,920.6,
2018-01-01,KADMON HOLDINGS INC,US,Not Assigned,Not Assigned,32541,Pharmaceutical and Medicine Manufacturing,32,325,3254,81.0,370.2,
2018-01-01,KEENAN FARMS INC,US,Not Assigned,Not Assigned,11511,Support Activities for Crop Production,11,115,1151,38.2,,
